"Timestamp","MB Fan #1","MB Fan #2","MB Fan #3","MB Fan #4","MB Fan #5","MB Temp #1","MB Temp #2","MB Temp #3","MB Temp #4","MB Temp #5","MB VCPU","CPU Package","CPU Load","GPU #1 Fan","GPU #1 Temp #1","GPU #1 Temp #2","GPU #1 Temp #3","GPU #1 Load","GPU #1 Memory Load","GPU #1 Video Engine","GPU #2 Temp #1","GPU #2 Temp #2","GPU #2 Load #1","GPU #2 Memory Load","GPU #2 Video Engine","HX1000i Fan","HX1000i Temp","HX1000i Power In #1","HX1000i Power Out #1","HX1000i Efficiency","HX1000i 12V Voltage","HX1000i 5V Voltage","HX1000i 3.3V Voltage","HX1000i 12V Current","HX1000i 5V Current","HX1000i 3.3V Current","HX1000i 12V Power","HX1000i 5V Power","HX1000i 3.3V Power"
"2025-09-21T19:45:54.000Z","750RPM","1191RPM","4166RPM","578RPM","897RPM","37.00°C","59.50°C","38.00°C","43.40°C","48.00°C","1.18V","58.75°C","46%","0RPM","48.00°C","42.00°C","37.00°C","0%","4%","0%","39.00°C","43.00°C","0%","0%","0%","1792RPM","31.50°C","127W","113W","89W","11.90V","5.10V","3.30V","6.00A","8.10A","0.00A","71W","41W","0W"
"2025-09-21T19:45:55.000Z","750RPM","1191RPM","4166RPM","578RPM","897RPM","37.00°C","59.50°C","38.00°C","43.40°C","48.00°C","1.18V","58.75°C","46%","0RPM","48.00°C","42.00°C","37.00°C","0%","4%","0%","39.00°C","43.00°C","0%","0%","0%","1768RPM","31.50°C","158W","143W","91W","11.90V","5.10V","3.30V","8.50A","8.30A","0.00A","101W","42W","0W"
"2025-09-21T19:45:56.000Z","750RPM","1191RPM","4166RPM","578RPM","897RPM","37.00°C","59.50°C","38.00°C","43.40°C","48.00°C","1.18V","58.75°C","46%","0RPM","48.00°C","42.00°C","37.00°C","0%","4%","0%","39.00°C","43.00°C","0%","0%","0%","1776RPM","31.50°C","240W","222W","93W","11.90V","5.10V","9.00V","9.00A","8.40A","8.00A","107W","43W","72W"
"2025-09-21T19:45:57.000Z","750RPM","1191RPM","4166RPM","578RPM","897RPM","37.00°C","59.50°C","38.00°C","43.40°C","48.00°C","1.18V","58.75°C","46%","0RPM","48.00°C","42.00°C","37.00°C","0%","4%","0%","39.00°C","43.00°C","0%","0%","0%","1776RPM","31.50°C","240W","222W","93W","11.90V","5.10V","9.00V","9.00A","8.40A","8.00A","107W","43W","72W"
"2025-09-21T19:45:58.000Z","750RPM","1191RPM","4166RPM","578RPM","897RPM","37.00°C","59.50°C","38.00°C","43.40°C","48.00°C","1.18V","58.75°C","46%","0RPM","48.00°C","42.00°C","37.00°C","0%","4%","0%","39.00°C","43.00°C","0%","0%","0%","1760RPM","31.50°C","139W","125W","90W","11.90V","5.10V","3.30V","7.00A","8.10A","0.00A","83W","41W","0W"
"2025-09-21T19:45:59.000Z","750RPM","1191RPM","4166RPM","578RPM","897RPM","37.00°C","59.50°C","38.00°C","43.40°C","48.00°C","1.18V","58.75°C","46%","0RPM","48.00°C","42.00°C","37.00°C","0%","4%","0%","39.00°C","43.00°C","0%","0%","0%","1760RPM","31.50°C","139W","125W","90W","11.90V","5.10V","3.30V","7.00A","8.10A","0.00A","83W","41W","0W"
"2025-09-21T19:46:00.000Z","750RPM","1191RPM","4166RPM","578RPM","897RPM","37.00°C","59.50°C","38.00°C","43.40°C","48.00°C","1.18V","58.75°C","46%","0RPM","48.00°C","42.00°C","37.00°C","0%","4%","0%","39.00°C","43.00°C","0%","0%","0%","1768RPM","31.50°C","183W","167W","91W","11.90V","5.10V","3.30V","10.50A","8.30A","0.00A","125W","42W","0W"
"2025-09-21T19:46:01.000Z","750RPM","1191RPM","4166RPM","578RPM","897RPM","37.00°C","59.50°C","38.00°C","43.40°C","48.00°C","1.18V","58.75°C","46%","0RPM","48.00°C","42.00°C","37.00°C","0%","4%","0%","39.00°C","43.00°C","0%","0%","0%","1776RPM","31.50°C","152W","138W","90W","11.90V","5.10V","3.30V","8.00A","8.30A","0.00A","95W","42W","0W"
"2025-09-21T19:46:02.000Z","750RPM","1191RPM","4166RPM","578RPM","897RPM","37.00°C","59.50°C","38.00°C","43.40°C","48.00°C","1.18V","58.75°C","46%","0RPM","48.00°C","42.00°C","37.00°C","0%","4%","0%","39.00°C","43.00°C","0%","0%","0%","1776RPM","31.50°C","152W","138W","90W","11.90V","5.10V","3.30V","8.00A","8.30A","0.00A","95W","42W","0W"
"2025-09-21T19:46:03.000Z","750RPM","1191RPM","4166RPM","578RPM","897RPM","37.00°C","59.50°C","38.00°C","43.40°C","48.00°C","1.18V","56.88°C","23%","0RPM","48.00°C","42.00°C","37.00°C","0%","4%","0%","39.00°C","43.00°C","0%","0%","0%","1792RPM","31.50°C","144W","129W","90W","11.90V","5.00V","3.30V","7.50A","8.00A","0.00A","89W","40W","0W"
"2025-09-21T19:46:04.000Z","750RPM","1191RPM","4166RPM","578RPM","897RPM","37.00°C","59.50°C","38.00°C","43.40°C","48.00°C","1.18V","56.88°C","23%","0RPM","48.00°C","42.00°C","37.00°C","0%","4%","0%","39.00°C","43.00°C","0%","0%","0%","230RPM","2.00°C","6615W","4928W","75W","31.50V","112.50V","40.00V","122.00A","8.40A","3.50A","3843W","945W","140W"
