Timestamp,"MB Fan #1","MB Fan #2","MB Fan #3","MB Fan #4","MB Fan #5","MB Temp #1","MB Temp #2","MB Temp #3","MB Temp #4","MB Temp #5","MB VCPU","CPU Package","CPU Load","GPU #1 Fan","GPU #1 Temp #1","GPU #1 Temp #2","GPU #1 Temp #3","GPU #1 Load","GPU #1 Memory Load","GPU #1 Video Engine","GPU #2 Temp #1","GPU #2 Temp #2","GPU #2 Load #1","GPU #2 Memory Load","GPU #2 Video Engine","HX1000i Fan","HX1000i Temp","HX1000i Power In #1","HX1000i Power Out #1","HX1000i Efficiency","HX1000i 12V Voltage","HX1000i 5V Voltage","HX1000i 3.3V Voltage","HX1000i 12V Current","HX1000i 5V Current","HX1000i 3.3V Current","HX1000i 12V Power","HX1000i 5V Power","HX1000i 3.3V Power"
21/9/2025 19:26:39 PM,1288RPM,1350RPM,4141RPM,531RPM,1036RPM,35.00°C,47.00°C,36.00°C,41.00°C,45.00°C,1.25V,46.50°C,8%,1557RPM,36.00°C,30.00°C,24.00°C,0%,15%,0%,37.00°C,40.00°C,0%,0%,0%,1792RPM,29.00°C,107W,93W,87W,11.90V,5.00V,3.30V,4.50A,7.90A,0.00A,54W,40W,0W
21/9/2025 19:26:41 PM,1288RPM,1350RPM,4141RPM,531RPM,1036RPM,35.00°C,47.00°C,36.00°C,41.00°C,45.00°C,1.25V,46.50°C,6%,1557RPM,36.00°C,30.00°C,24.00°C,0%,15%,0%,37.00°C,40.00°C,0%,0%,0%,1784RPM,29.00°C,127W,113W,89W,11.90V,5.00V,3.30V,6.00A,8.30A,0.00A,71W,42W,0W
21/9/2025 19:26:43 PM,1288RPM,1350RPM,4141RPM,531RPM,1036RPM,35.00°C,47.00°C,36.00°C,41.00°C,45.00°C,1.25V,46.50°C,6%,1557RPM,36.00°C,30.00°C,24.00°C,0%,15%,0%,37.00°C,40.00°C,0%,0%,0%,1792RPM,29.00°C,132W,117W,89W,11.90V,5.00V,3.30V,6.50A,8.00A,0.00A,77W,40W,0W
21/9/2025 19:26:45 PM,1303RPM,1520RPM,4141RPM,601RPM,1052RPM,35.00°C,58.50°C,36.00°C,41.00°C,45.00°C,1.27V,54.25°C,18%,1563RPM,36.00°C,30.00°C,25.00°C,4%,15%,0%,37.00°C,40.00°C,0%,0%,0%,1784RPM,29.00°C,144W,129W,90W,11.90V,5.00V,3.30V,7.50A,8.00A,0.00A,89W,40W,0W
21/9/2025 19:26:47 PM,1303RPM,1520RPM,4141RPM,601RPM,1052RPM,35.00°C,58.50°C,36.00°C,41.00°C,45.00°C,1.27V,58.00°C,17%,1563RPM,36.00°C,30.00°C,25.00°C,4%,15%,0%,37.00°C,40.00°C,0%,0%,0%,1768RPM,29.00°C,139W,125W,90W,11.90V,5.10V,3.30V,7.00A,8.10A,0.00A,83W,41W,0W
21/9/2025 19:26:49 PM,1303RPM,1520RPM,4141RPM,601RPM,1052RPM,35.00°C,58.50°C,36.00°C,41.00°C,45.00°C,1.27V,57.00°C,20%,1563RPM,36.00°C,30.00°C,25.00°C,4%,15%,0%,37.00°C,40.00°C,0%,0%,0%,1768RPM,29.00°C,132W,118W,89W,11.90V,5.10V,3.30V,6.50A,8.00A,0.00A,77W,41W,0W
21/9/2025 19:26:51 PM,1303RPM,1520RPM,4141RPM,601RPM,1052RPM,35.00°C,58.50°C,36.00°C,41.00°C,45.00°C,1.27V,57.00°C,20%,1563RPM,36.00°C,30.00°C,25.00°C,4%,15%,0%,37.00°C,40.00°C,0%,0%,0%,1768RPM,29.00°C,157W,142W,90W,11.90V,5.00V,3.30V,8.50A,8.10A,0.00A,101W,41W,0W
21/9/2025 19:26:53 PM,1448RPM,1717RPM,4153RPM,696RPM,1052RPM,35.00°C,60.50°C,36.00°C,41.00°C,45.00°C,1.23V,57.00°C,11%,1556RPM,36.00°C,30.00°C,25.00°C,6%,15%,0%,37.00°C,41.00°C,0%,0%,0%,1800RPM,29.00°C,132W,118W,89W,11.90V,5.00V,3.30V,6.50A,8.10A,0.00A,77W,41W,0W
21/9/2025 19:26:55 PM,1448RPM,1717RPM,4153RPM,696RPM,1052RPM,35.00°C,60.50°C,36.00°C,41.00°C,45.00°C,1.23V,57.00°C,11%,1556RPM,36.00°C,30.00°C,25.00°C,6%,15%,0%,37.00°C,41.00°C,0%,0%,0%,1792RPM,29.00°C,138W,124W,90W,11.90V,5.10V,3.30V,7.00A,8.00A,0.00A,83W,41W,0W
21/9/2025 19:26:57 PM,1448RPM,1717RPM,4153RPM,696RPM,1052RPM,35.00°C,60.50°C,36.00°C,41.00°C,45.00°C,1.23V,57.00°C,11%,1556RPM,36.00°C,30.00°C,25.00°C,6%,15%,0%,37.00°C,41.00°C,0%,0%,0%,1800RPM,29.00°C,138W,123W,90W,11.90V,5.00V,3.30V,7.00A,8.00A,0.00A,83W,40W,0W
21/9/2025 19:26:59 PM,1448RPM,1717RPM,4153RPM,696RPM,1052RPM,35.00°C,60.50°C,36.00°C,41.00°C,45.00°C,1.23V,57.00°C,21%,1556RPM,36.00°C,30.00°C,25.00°C,6%,15%,0%,37.00°C,41.00°C,0%,0%,0%,1776RPM,29.00°C,132W,118W,89W,11.90V,5.10V,3.30V,6.50A,8.00A,0.00A,77W,41W,0W
21/9/2025 19:27:01 PM,1448RPM,1717RPM,4153RPM,696RPM,1052RPM,35.00°C,60.50°C,36.00°C,41.00°C,45.00°C,1.23V,57.00°C,21%,1556RPM,36.00°C,30.00°C,25.00°C,6%,15%,0%,37.00°C,41.00°C,0%,0%,0%,1776RPM,29.00°C,139W,125W,90W,11.90V,5.10V,3.30V,7.00A,8.10A,0.00A,83W,41W,0W
21/9/2025 19:27:03 PM,1377RPM,1201RPM,4128RPM,530RPM,1052RPM,35.00°C,59.00°C,36.00°C,41.00°C,45.00°C,1.23V,59.63°C,31%,1547RPM,40.00°C,33.00°C,25.00°C,4%,18%,0%,37.00°C,40.00°C,0%,0%,0%,1776RPM,29.00°C,13690W,8629W,63W,11.90V,230.00V,230.00V,10.00A,37.00A,0.00A,119W,8510W,0W
21/9/2025 19:27:05 PM,1377RPM,1201RPM,4128RPM,530RPM,1052RPM,35.00°C,59.00°C,36.00°C,41.00°C,45.00°C,1.23V,58.50°C,18%,1547RPM,40.00°C,33.00°C,25.00°C,4%,18%,0%,37.00°C,40.00°C,0%,0%,0%,1784RPM,29.00°C,175W,160W,91W,11.90V,5.10V,3.30V,10.00A,8.00A,0.00A,119W,41W,0W
21/9/2025 19:27:07 PM,1113RPM,1125RPM,4153RPM,526RPM,1030RPM,35.00°C,59.00°C,36.00°C,41.00°C,45.00°C,1.11V,59.00°C,19%,1570RPM,44.00°C,34.00°C,26.00°C,0%,22%,0%,37.00°C,40.00°C,0%,0%,0%,1784RPM,29.00°C,175W,159W,91W,11.90V,5.10V,3.30V,10.00A,7.90A,0.00A,119W,40W,0W
21/9/2025 19:27:09 PM,1113RPM,1125RPM,4153RPM,526RPM,1030RPM,35.00°C,59.00°C,36.00°C,41.00°C,45.00°C,1.11V,58.63°C,18%,1570RPM,44.00°C,34.00°C,26.00°C,0%,22%,0%,37.00°C,40.00°C,0%,0%,0%,1768RPM,29.00°C,1196W,1091W,91W,11.90V,5.10V,4.00V,11.00A,7.90A,230.00A,131W,40W,920W
21/9/2025 19:27:11 PM,1113RPM,1125RPM,4153RPM,526RPM,1030RPM,35.00°C,59.00°C,36.00°C,41.00°C,45.00°C,1.11V,58.63°C,18%,1570RPM,44.00°C,34.00°C,26.00°C,0%,22%,0%,37.00°C,40.00°C,0%,0%,0%,1784RPM,29.00°C,176W,160W,91W,11.90V,5.10V,3.30V,10.00A,8.10A,0.00A,119W,41W,0W
21/9/2025 19:27:13 PM,1113RPM,1125RPM,4153RPM,526RPM,1030RPM,35.00°C,59.00°C,36.00°C,41.00°C,45.00°C,1.11V,58.63°C,18%,1570RPM,44.00°C,34.00°C,26.00°C,0%,22%,0%,37.00°C,40.00°C,0%,0%,0%,1768RPM,29.00°C,175W,160W,91W,11.90V,5.10V,3.30V,10.00A,8.00A,0.00A,119W,41W,0W
21/9/2025 19:27:15 PM,1113RPM,1125RPM,4153RPM,526RPM,1030RPM,35.00°C,59.00°C,36.00°C,41.00°C,45.00°C,1.11V,58.63°C,18%,1570RPM,44.00°C,34.00°C,26.00°C,0%,22%,0%,37.00°C,40.00°C,0%,0%,0%,1768RPM,29.00°C,181W,165W,91W,11.90V,5.10V,3.30V,10.50A,7.90A,0.00A,125W,40W,0W
21/9/2025 19:27:17 PM,1113RPM,1125RPM,4153RPM,526RPM,1030RPM,35.00°C,59.00°C,36.00°C,41.00°C,45.00°C,1.11V,59.38°C,19%,1570RPM,44.00°C,34.00°C,26.00°C,0%,22%,0%,37.00°C,40.00°C,0%,0%,0%,1792RPM,8.10°C,1001W,921W,92W,11.90V,5.10V,3.30V,10.50A,156.00A,0.00A,125W,796W,0W
21/9/2025 19:27:19 PM,1113RPM,1125RPM,4153RPM,526RPM,1030RPM,35.00°C,59.00°C,36.00°C,41.00°C,45.00°C,1.11V,59.38°C,19%,1570RPM,44.00°C,34.00°C,26.00°C,0%,22%,0%,37.00°C,40.00°C,0%,0%,0%,1776RPM,29.00°C,188W,172W,92W,11.90V,5.10V,3.30V,11.00A,8.00A,0.00A,131W,41W,0W
21/9/2025 19:27:21 PM,1113RPM,1125RPM,4153RPM,526RPM,1030RPM,35.00°C,59.00°C,36.00°C,41.00°C,45.00°C,1.11V,59.38°C,19%,1570RPM,44.00°C,34.00°C,26.00°C,0%,22%,0%,37.00°C,40.00°C,0%,0%,0%,1776RPM,29.00°C,188W,172W,92W,11.90V,5.10V,3.30V,11.00A,8.10A,0.00A,131W,41W,0W
21/9/2025 19:27:23 PM,1124RPM,1291RPM,4141RPM,559RPM,1028RPM,35.00°C,60.00°C,36.00°C,41.00°C,45.00°C,1.25V,60.00°C,18%,1587RPM,44.00°C,34.00°C,26.00°C,22%,22%,0%,37.00°C,40.00°C,0%,0%,0%,1776RPM,29.00°C,214W,198W,92W,11.90V,5.10V,3.30V,13.00A,8.40A,0.00A,155W,43W,0W
21/9/2025 19:27:25 PM,1124RPM,1291RPM,4141RPM,559RPM,1028RPM,35.00°C,60.00°C,36.00°C,41.00°C,45.00°C,1.25V,60.00°C,18%,1587RPM,44.00°C,34.00°C,26.00°C,22%,22%,0%,37.00°C,40.00°C,0%,0%,0%,1776RPM,29.00°C,200W,184W,92W,11.90V,5.10V,3.30V,12.00A,8.00A,0.00A,143W,41W,0W
21/9/2025 19:27:27 PM,1105RPM,1105RPM,4166RPM,526RPM,1025RPM,35.00°C,60.00°C,37.00°C,41.00°C,45.00°C,1.26V,59.25°C,20%,1576RPM,44.00°C,35.00°C,27.00°C,23%,25%,0%,37.00°C,41.00°C,0%,0%,0%,1784RPM,29.00°C,207W,190W,92W,11.90V,5.10V,3.30V,12.50A,8.10A,0.00A,149W,41W,0W
21/9/2025 19:27:29 PM,1105RPM,1105RPM,4166RPM,526RPM,1025RPM,35.00°C,60.00°C,37.00°C,41.00°C,45.00°C,1.26V,55.63°C,15%,1576RPM,44.00°C,35.00°C,27.00°C,23%,25%,0%,37.00°C,41.00°C,0%,0%,0%,1792RPM,29.00°C,188W,172W,92W,11.90V,5.10V,3.30V,11.00A,8.00A,0.00A,131W,41W,0W
21/9/2025 19:27:31 PM,1102RPM,1105RPM,4128RPM,532RPM,1062RPM,35.00°C,52.00°C,36.00°C,41.00°C,45.00°C,1.20V,53.88°C,13%,1605RPM,44.00°C,36.00°C,28.00°C,28%,25%,0%,37.00°C,41.00°C,0%,0%,0%,1768RPM,29.00°C,176W,160W,91W,11.90V,5.10V,3.30V,10.00A,8.10A,0.00A,119W,41W,0W
21/9/2025 19:27:33 PM,1102RPM,1105RPM,4128RPM,532RPM,1062RPM,35.00°C,52.00°C,36.00°C,41.00°C,45.00°C,1.20V,51.13°C,14%,1605RPM,44.00°C,36.00°C,28.00°C,28%,25%,0%,37.00°C,41.00°C,0%,0%,0%,1768RPM,29.00°C,212W,196W,92W,11.90V,5.10V,3.30V,13.00A,8.00A,0.00A,155W,41W,0W
21/9/2025 19:27:35 PM,1196RPM,1465RPM,4141RPM,611RPM,1066RPM,35.00°C,48.50°C,36.00°C,41.00°C,45.00°C,1.26V,48.88°C,12%,1620RPM,44.00°C,36.00°C,28.00°C,25%,26%,0%,38.00°C,41.00°C,0%,0%,0%,1792RPM,29.00°C,188W,172W,92W,11.90V,5.10V,29.00V,11.00A,8.00A,0.00A,131W,41W,0W
21/9/2025 19:27:37 PM,1196RPM,1465RPM,4141RPM,611RPM,1066RPM,35.00°C,48.50°C,36.00°C,41.00°C,45.00°C,1.26V,48.00°C,10%,1620RPM,44.00°C,36.00°C,28.00°C,25%,26%,0%,38.00°C,41.00°C,0%,0%,0%,1792RPM,29.00°C,187W,171W,91W,11.90V,5.10V,3.30V,11.00A,7.90A,0.00A,131W,40W,0W
21/9/2025 19:27:39 PM,1314RPM,1473RPM,4128RPM,533RPM,1072RPM,35.00°C,46.50°C,36.00°C,41.00°C,46.00°C,1.16V,46.75°C,11%,1598RPM,44.00°C,36.00°C,28.00°C,23%,26%,0%,37.00°C,41.00°C,0%,0%,0%,1776RPM,29.00°C,207W,190W,92W,11.90V,5.10V,3.30V,12.50A,8.10A,0.00A,149W,41W,0W
21/9/2025 19:27:41 PM,1314RPM,1473RPM,4128RPM,533RPM,1072RPM,35.00°C,46.50°C,36.00°C,41.00°C,46.00°C,1.16V,46.50°C,11%,1598RPM,44.00°C,36.00°C,28.00°C,23%,26%,0%,37.00°C,41.00°C,0%,0%,0%,1792RPM,29.00°C,203W,186W,92W,11.90V,5.00V,0.10V,12.00A,7.90A,40.00A,143W,40W,4W
21/9/2025 19:27:43 PM,1314RPM,1473RPM,4128RPM,533RPM,1072RPM,35.00°C,46.50°C,36.00°C,41.00°C,46.00°C,1.16V,46.50°C,11%,1598RPM,44.00°C,36.00°C,28.00°C,23%,26%,0%,37.00°C,41.00°C,0%,0%,0%,1776RPM,29.00°C,188W,172W,92W,11.90V,5.10V,3.30V,11.00A,8.00A,0.00A,131W,41W,0W
21/9/2025 19:27:45 PM,1314RPM,1473RPM,4128RPM,533RPM,1072RPM,35.00°C,46.50°C,36.00°C,41.00°C,46.00°C,1.16V,46.50°C,11%,1598RPM,44.00°C,36.00°C,28.00°C,23%,26%,0%,37.00°C,41.00°C,0%,0%,0%,1776RPM,29.00°C,181W,165W,91W,11.90V,5.10V,3.30V,10.50A,7.90A,0.00A,125W,40W,0W
21/9/2025 19:27:47 PM,1314RPM,1473RPM,4128RPM,533RPM,1072RPM,35.00°C,46.50°C,36.00°C,41.00°C,46.00°C,1.16V,46.50°C,11%,1598RPM,44.00°C,36.00°C,28.00°C,23%,26%,0%,37.00°C,41.00°C,0%,0%,0%,1776RPM,29.00°C,200W,184W,92W,11.90V,5.10V,3.30V,12.00A,8.00A,0.00A,143W,41W,0W
21/9/2025 19:27:49 PM,1314RPM,1473RPM,4128RPM,533RPM,1072RPM,35.00°C,46.50°C,36.00°C,41.00°C,46.00°C,1.16V,47.13°C,12%,1598RPM,44.00°C,36.00°C,28.00°C,23%,26%,0%,37.00°C,41.00°C,0%,0%,0%,1792RPM,29.00°C,200W,184W,92W,11.90V,5.10V,3.30V,12.00A,8.00A,0.00A,143W,41W,0W
21/9/2025 19:27:51 PM,1314RPM,1473RPM,4128RPM,533RPM,1072RPM,35.00°C,46.50°C,36.00°C,41.00°C,46.00°C,1.16V,47.13°C,12%,1598RPM,44.00°C,36.00°C,28.00°C,23%,26%,0%,37.00°C,41.00°C,0%,0%,0%,1784RPM,29.00°C,194W,178W,92W,11.90V,5.10V,3.30V,11.50A,8.00A,0.00A,137W,41W,0W
21/9/2025 19:27:53 PM,1314RPM,1473RPM,4128RPM,533RPM,1072RPM,35.00°C,46.50°C,36.00°C,41.00°C,46.00°C,1.16V,47.13°C,12%,1598RPM,44.00°C,36.00°C,28.00°C,23%,26%,0%,37.00°C,41.00°C,0%,0%,0%,1768RPM,29.00°C,188W,172W,92W,11.90V,5.10V,3.30V,11.00A,8.00A,0.00A,131W,41W,0W
21/9/2025 19:27:55 PM,1305RPM,1391RPM,4166RPM,533RPM,1073RPM,35.00°C,44.00°C,36.00°C,41.00°C,45.00°C,1.21V,44.25°C,10%,1593RPM,44.00°C,37.00°C,29.00°C,24%,25%,0%,37.00°C,41.00°C,0%,0%,0%,1768RPM,29.00°C,188W,172W,92W,11.90V,5.10V,3.30V,11.00A,8.10A,0.00A,131W,41W,0W
21/9/2025 19:27:57 PM,1305RPM,1391RPM,4166RPM,533RPM,1073RPM,35.00°C,44.00°C,36.00°C,41.00°C,45.00°C,1.21V,51.75°C,23%,1593RPM,44.00°C,37.00°C,29.00°C,24%,25%,0%,37.00°C,41.00°C,0%,0%,0%,1768RPM,29.00°C,200W,184W,92W,11.90V,5.10V,3.30V,12.00A,8.00A,0.00A,143W,41W,0W
21/9/2025 19:27:59 PM,1248RPM,1335RPM,4153RPM,584RPM,1072RPM,35.00°C,55.00°C,36.00°C,41.00°C,46.00°C,1.17V,55.50°C,15%,1596RPM,46.00°C,37.00°C,29.00°C,37%,25%,0%,37.00°C,41.00°C,0%,0%,0%,1792RPM,29.00°C,316W,295W,93W,11.90V,4.00V,40.00V,13.00A,0.00A,3.50A,155W,0W,140W
21/9/2025 19:28:01 PM,1248RPM,1335RPM,4153RPM,584RPM,1072RPM,35.00°C,55.00°C,36.00°C,41.00°C,46.00°C,1.17V,55.50°C,15%,1596RPM,46.00°C,37.00°C,29.00°C,37%,25%,0%,37.00°C,41.00°C,0%,0%,0%,1792RPM,29.00°C,212W,196W,92W,11.90V,5.10V,3.30V,13.00A,8.00A,0.00A,155W,41W,0W
21/9/2025 19:28:03 PM,1248RPM,1335RPM,4153RPM,584RPM,1072RPM,35.00°C,55.00°C,36.00°C,41.00°C,46.00°C,1.17V,55.50°C,15%,1596RPM,46.00°C,37.00°C,29.00°C,37%,25%,0%,37.00°C,41.00°C,0%,0%,0%,1792RPM,29.00°C,206W,190W,92W,11.90V,5.10V,3.30V,12.50A,8.00A,0.00A,149W,41W,0W
21/9/2025 19:28:05 PM,1248RPM,1335RPM,4153RPM,584RPM,1072RPM,35.00°C,55.00°C,36.00°C,41.00°C,46.00°C,1.17V,55.50°C,15%,1596RPM,46.00°C,37.00°C,29.00°C,37%,25%,0%,37.00°C,41.00°C,0%,0%,0%,1776RPM,29.00°C,207W,190W,92W,11.90V,5.10V,3.30V,12.50A,8.10A,0.00A,149W,41W,0W
21/9/2025 19:28:07 PM,1248RPM,1335RPM,4153RPM,584RPM,1072RPM,35.00°C,55.00°C,36.00°C,41.00°C,46.00°C,1.17V,55.88°C,16%,1596RPM,46.00°C,37.00°C,29.00°C,37%,25%,0%,37.00°C,41.00°C,0%,0%,0%,1776RPM,29.00°C,206W,190W,92W,11.90V,5.10V,3.30V,12.50A,8.00A,0.00A,149W,41W,0W
21/9/2025 19:28:09 PM,1248RPM,1335RPM,4153RPM,584RPM,1072RPM,35.00°C,55.00°C,36.00°C,41.00°C,46.00°C,1.17V,55.88°C,16%,1596RPM,46.00°C,37.00°C,29.00°C,37%,25%,0%,37.00°C,41.00°C,0%,0%,0%,1776RPM,29.00°C,225W,208W,92W,11.90V,5.10V,3.30V,14.00A,8.10A,0.00A,167W,41W,0W
21/9/2025 19:28:11 PM,1409RPM,1681RPM,4128RPM,541RPM,1056RPM,35.00°C,57.50°C,36.00°C,41.00°C,46.00°C,1.20V,57.38°C,19%,1591RPM,46.00°C,37.00°C,29.00°C,39%,25%,0%,37.00°C,41.00°C,0%,0%,0%,1776RPM,0.00°C,515W,482W,93W,11.90V,5.10V,3.30V,37.00A,8.10A,0.00A,440W,41W,0W
21/9/2025 19:28:13 PM,1409RPM,1681RPM,4128RPM,541RPM,1056RPM,35.00°C,57.50°C,36.00°C,41.00°C,46.00°C,1.20V,57.38°C,19%,1591RPM,46.00°C,37.00°C,29.00°C,39%,25%,0%,37.00°C,41.00°C,0%,0%,0%,1792RPM,29.00°C,188W,172W,92W,11.90V,5.10V,3.30V,11.00A,8.10A,0.00A,131W,41W,0W
21/9/2025 19:28:15 PM,1409RPM,1681RPM,4128RPM,541RPM,1056RPM,35.00°C,57.50°C,36.00°C,41.00°C,46.00°C,1.20V,57.38°C,19%,1591RPM,46.00°C,37.00°C,29.00°C,39%,25%,0%,37.00°C,41.00°C,0%,0%,0%,1784RPM,29.00°C,181W,166W,91W,11.90V,5.10V,3.30V,10.50A,8.00A,0.00A,125W,41W,0W
21/9/2025 19:28:17 PM,1409RPM,1681RPM,4128RPM,541RPM,1056RPM,35.00°C,57.50°C,36.00°C,41.00°C,46.00°C,1.20V,57.38°C,16%,1591RPM,46.00°C,37.00°C,29.00°C,39%,25%,0%,37.00°C,41.00°C,0%,0%,0%,1784RPM,29.00°C,183W,167W,91W,11.90V,5.10V,3.30V,10.50A,8.30A,0.00A,125W,42W,0W
21/9/2025 19:28:19 PM,1409RPM,1681RPM,4128RPM,541RPM,1056RPM,35.00°C,57.50°C,36.00°C,41.00°C,46.00°C,1.20V,57.38°C,16%,1591RPM,46.00°C,37.00°C,29.00°C,39%,25%,0%,37.00°C,41.00°C,0%,0%,0%,1768RPM,29.00°C,206W,190W,92W,11.90V,5.10V,3.30V,12.50A,8.00A,0.00A,149W,41W,0W
21/9/2025 19:28:21 PM,1409RPM,1681RPM,4128RPM,541RPM,1056RPM,35.00°C,57.50°C,36.00°C,41.00°C,46.00°C,1.20V,57.38°C,16%,1591RPM,46.00°C,37.00°C,29.00°C,39%,25%,0%,37.00°C,41.00°C,0%,0%,0%,1768RPM,29.00°C,256W,238W,93W,11.90V,5.10V,3.30V,16.50A,8.10A,0.00A,196W,41W,0W
21/9/2025 19:28:23 PM,1409RPM,1681RPM,4128RPM,541RPM,1056RPM,35.00°C,57.50°C,36.00°C,41.00°C,46.00°C,1.20V,57.38°C,16%,1591RPM,46.00°C,37.00°C,29.00°C,39%,25%,0%,37.00°C,41.00°C,0%,0%,0%,1776RPM,29.00°C,181W,166W,91W,11.90V,5.10V,3.30V,10.50A,8.00A,0.00A,125W,41W,0W
21/9/2025 19:28:25 PM,1453RPM,1336RPM,4153RPM,532RPM,1074RPM,35.00°C,59.00°C,36.00°C,41.00°C,46.00°C,1.14V,59.38°C,22%,1575RPM,48.00°C,37.00°C,29.00°C,0%,38%,0%,38.00°C,41.00°C,0%,0%,0%,1792RPM,29.00°C,207W,190W,92W,11.90V,5.10V,3.30V,12.50A,8.10A,0.00A,149W,41W,0W
